3.5040;18.00
3.6930;15.00
3.4360;18.00
3.4330;16.00
3.4490;17.00
4.3410;15.00
4.3540;14.00
4.3120;14.00
4.4250;14.00
3.8500;15.00
3.5630;15.00
3.6090;14.00
3.7610;15.00
3.0860;14.00
2.3720;24.00
2.8330;22.00
2.7740;18.00
2.5870;21.00
2.1300;27.00
1.8350;26.00
2.6720;25.00
2.4300;24.00
2.3750;25.00
2.2340;26.00
2.6480;21.00
4.6150;10.00
4.3760;10.00
4.3820;11.00
4.7320;9.00
2.1300;27.00
2.2640;28.00
2.2280;25.00
2.0460;25.00
2.6340;19.00
3.4390;16.00
3.3290;17.00
3.3020;19.00
3.2880;18.00
4.2090;14.00
4.4640;14.00
4.1540;14.00
4.0960;14.00
4.9550;12.00
4.7460;13.00
5.1400;13.00
2.9620;18.00
2.4080;22.00
3.2820;19.00
3.1390;18.00
2.2200;23.00
2.1230;28.00
2.0740;30.00
2.0650;30.00
1.7730;31.00
1.6130;35.00
1.8340;27.00
1.9550;26.00
2.2780;24.00
2.1260;25.00
2.2540;23.00
2.4080;20.00
2.2260;21.00
4.2740;13.00
4.3850;14.00
4.1350;15.00
4.1290;14.00
3.6720;17.00
4.6330;11.00
4.5020;13.00
4.4560;12.00
4.4220;13.00
2.3300;19.00
3.8920;15.00
4.0980;13.00
4.2940;13.00
4.0770;14.00
2.9330;18.00
2.5110;22.00
2.9790;21.00
2.1890;26.00
2.3950;22.00
2.2880;28.00
2.5060;23.00
2.1640;28.00
2.1000;27.00
4.1000;13.00
3.6720;14.00
3.9880;13.00
4.0420;14.00
3.7770;15.00
4.9520;12.00
4.4640;13.00
4.3630;13.00
4.2370;14.00
4.7350;13.00
4.9510;12.00
3.8210;13.00
3.1210;18.00
3.2780;16.00
2.9450;18.00
