380;0.0002
385;0.000396
390;0.0008
395;0.00155
400;0.0028
405;0.00466
410;0.0074
415;0.0118
420;0.0175
425;0.0227
430;0.0273
435;0.0326
440;0.0379
445;0.0424
450;0.0468
455;0.0521
460;0.06
465;0.0739
470;0.091
475;0.113
480;0.139
485;0.169
490;0.208
495;0.259
500;0.323
505;0.4073
510;0.503
515;0.6082
520;0.71
525;0.7932
530;0.862
535;0.91485
540;0.954
545;0.9803
550;0.99495
555;1
560;0.995
565;0.9786
570;0.952
575;0.9154
580;0.87
585;0.8163
590;0.757
595;0.6949
600;0.631
605;0.5668
610;0.503
615;0.4412
620;0.381
625;0.32
630;0.265
635;0.217
640;0.175
645;0.1382
650;0.107
655;0.0816
660;0.061
665;0.0446
670;0.032
675;0.0232
680;0.017
685;0.0119
690;0.00821
695;0.00572
700;0.0041
705;0.00293
710;0.00209
715;0.00148
720;0.00105
725;0.00074
730;0.00052
735;0.000361
740;0.000249
745;0.000172
750;0.00012
755;8.48E-05
760;6E-05
765;4.24E-05
770;3E-05
775;2.12E-05
780;1.5E-05
